question_id,model,prompt_used,ai_answer_raw
Q29,Sheikh GPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah hukum pengguguran janin sebelum 120 hari yang didapati cacat atau menghidap penyakit Talasemia?,"Keputusan: BERSYARAT 
Hukum pengguguran janin sebelum 120 hari yang didapati cacat atau menghidap penyakit Talasemia  adalah bersyarat, bergantung kepada tahap kecacatan atau penyakit dan pengesahan perubatan. 

Perincian Hukum  Tempoh sebelum 120 hari adalah sebelum peniupan roh, maka terdapat ruang pertimbangan syarak dalam kes kecacatan serius.  

Diharuskan secara bersyarat jika:
Kecacatan atau penyakit adalah serius, berat dan tidak boleh dirawat.
Disahkan oleh pakar perubatan yang dipercayai. 
Penyakit seperti Talasemia major yang menyebabkan penderitaan berat sepanjang hayat. 
Keputusan dibuat berdasarkan penilaian perubatan yang jelas dan bukan sangkaan. 

Tidak Diharuskan jika:
Kecacatan ringan atau masih boleh dirawat.
Talasemia dalam bentuk pembawa sifat (thalassemia minor). 
Keputusan dibuat kerana faktor sosial, ekonomi atau kebimbangan biasa semata-mata.
Tiada pengesahan pakar yang jelas.

Prinsip Syarak 
Janin tetap dihormati sebagai bakal nyawa. 
Sebelum 120 hari, terdapat pertimbangan terhadap mudarat yang sangat berat.
Selepas 120 hari, hukum menjadi lebih ketat dan umumnya haram kecuali ancaman nyawa ibu.

Kesimpulan
Hukum: BERSYARAT
Pengguguran sebelum 120 hari bagi janin yang cacat atau menghidap Talasemia:  
Diharuskan jika kecacatan atau penyakit serius dan disahkan pakar. 
Tidak diharuskan jika kecacatan ringan atau tidak disahkan secara perubatan.  Keputusan mesti dibuat dengan pertimbangan syarak yang teliti dan nasihat pakar perubatan yang amanah."
Q30,ChatGPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah hukum menggugurkan janin yang telah berumur 120 hari atau lebih kerana penyakit Talasemia? ,"Keputusan: HARAM (Kecuali Jika Nyawa Ibu Terancam)

Huraian Ringkas:
Menggugurkan janin yang telah berumur 120 hari atau lebih kerana penyakit Talasemia adalah haram, kerana selepas tempoh tersebut telah berlaku peniupan roh menurut ketetapan syarak.

HARAM:  
1. Jika tujuan pengguguran adalah semata-mata kerana janin menghidap Talasemia, walaupun penyakit itu serius. 
2. Jika tiada ancaman nyata terhadap nyawa ibu. 
3. Jika dibuat atas alasan kesukaran menjaga atau beban sosial/ekonomi.

Pengecualian (Darurat):  
1. Jika kehamilan tersebut mengancam nyawa ibu.
2. Ancaman disahkan oleh pakar perubatan yang berkelayakan. 
3. Tiada alternatif lain untuk menyelamatkan ibu.

Ringkasnya:
Selepas 120 hari, pengguguran janin kerana Talasemia adalah haram, kecuali jika benar-benar perlu untuk menyelamatkan nyawa ibu berdasarkan pengesahan perubatan."
Q30,Gemini,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah hukum menggugurkan janin yang telah berumur 120 hari atau lebih kerana penyakit Talasemia? ,"Berdasarkan keputusan Muzakarah Jawatankuasa Fatwa Majlis Kebangsaan Bagi Hal Ehwal Ugama Islam Malaysia (MKI) dan prinsip umum syarak yang diamalkan di Malaysia, berikut adalah hukum menggugurkan janin yang telah mencapai atau melebihi usia 120 hari: 

Keputusan: Haram  
Secara dasarnya, menggugurkan janin yang telah berumur 120 hari atau lebih kerana penyakit Talasemia atau kecacatan janin adalah dilarang dan haram.

Sebab dan Larangan
Penetapan Roh:
Menurut hadis sahih, roh ditiupkan ke dalam janin apabila kandungan mencapai usia 120 hari. Pada tahap ini, janin sudah dianggap sebagai satu nyawa manusia yang sempurna (insan kamil). 

Hak Hidup:
Menggugurkan janin selepas tempoh ini dianggap sebagai satu tindakan membunuh nyawa manusia yang tidak berdosa. Penyakit Talasemia (walaupun jenis Major) tidak dianggap sebagai alasan yang cukup kuat untuk menamatkan nyawa yang telah ditiupkan roh. 

Kecacatan Bukan Darurat Nyawa Ibu:
Penyakit Talasemia pada janin tidak secara langsung mengancam nyawa ibu pada tahap darurat yang menghalalkan pembunuhan janin. 

Pengecualian (Syarat Tunggal)  Pengguguran janin selepas 120 hari hanya boleh dipertimbangkan sebagai Harus/Diharuskan sekiranya terdapat

Satu Syarat Utama:  
1. Ancaman Nyawa Ibu:
Pakar perubatan mengesahkan dengan yakin bahawa jika kandungan diteruskan, ia akan menyebabkan kematian ibu atau komplikasi kesihatan yang sangat parah yang membahayakan nyawa ibu. Dalam situasi ini, nyawa ibu diutamakan kerana kedudukannya sebagai ""asal"" manakala janin adalah ""cabang"".

Kesimpulan  Bagi kes Talasemia, pengguguran mestilah dikesan dan dilakukan sebelum usia 120 hari jika ingin menggunakan keringanan (rukhsah) yang telah dibincangkan dalam fatwa sebelum ini. Selepas 120 hari, pintu rukhsa tersebut telah tertutup kecuali melibatkan nyawa ibu.  Adakah anda ingin saya jelaskan mengenai peranan ujian saringan awal (sebelum 120 hari) bagi pasangan yang mempunyai risiko Talasemia di Malaysia?"
Q30,Sheikh GPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah hukum menggugurkan janin yang telah berumur 120 hari atau lebih kerana penyakit Talasemia? ,"Keputusan: HARAM  
Menggugurkan janin yang telah berumur 120 hari atau lebih kerana penyakit Talasemia adalah haram. 

Sebab Pengharaman  
1. Telah berlaku peniupan roh (selepas 120 hari)
Selepas 120 hari, janin dianggap telah ditiup roh dan mempunyai kedudukan sebagai nyawa yang dihormati sepenuhnya menurut syarak.  

2. Penyakit bukan alasan membunuh nyawa
Walaupun janin menghidap Talasemia (termasuk Talasemia major), ia bukan alasan yang mengharuskan pengguguran selepas 120 hari kerana penyakit tidak menghilangkan hak hidup.  

3. Janin tidak menanggung kesalahan
Penyakit genetik bukan sebab yang membolehkan penamatan nyawa selepas roh ditiup. 

Pengecualian (Sangat Terhad) 
Hanya diharuskan jika:
Kehamilan tersebut mengancam nyawa ibu secara nyata dan serius.
Disahkan oleh pakar perubatan yang dipercayai.
Tiada alternatif lain untuk menyelamatkan ibu.  

Selain ancaman nyawa ibu: 
Tidak dibenarkan menggugurkan janin walaupun menghidap Talasemia serius. 

Kesimpulan

Hukum: HARAM
Pengguguran janin berumur 120 hari atau lebih kerana penyakit Talasemia tidak dibenarkan, kecuali jika terdapat ancaman nyata terhadap nyawa ibu yang disahkan pakar."
Q31,ChatGPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah hukum mewujudkan bank air mani menurut Islam?,"Keputusan: HARAM

Huraian Ringkas:

Mewujudkan bank air mani (sperm bank) adalah haram menurut hukum Islam, kerana ia melibatkan penyimpanan dan penggunaan benih lelaki yang berpotensi digunakan oleh pihak selain isteri yang sah. 

Sebab Pengharaman:  
1. Melibatkan pihak ketiga dalam proses mendapatkan zuriat. 
2. Menyebabkan percampuran nasab (keturunan) dan kekeliruan status anak. 
3. Bertentangan dengan prinsip menjaga keturunan (hifz al-nasab). 
4. Membuka ruang kepada penggunaan benih tanpa ikatan perkahwinan yang sah. 

Larangan Berkaitan:
Tidak dibenarkan penyimpanan air mani untuk didermakan kepada wanita lain.
Tidak dibenarkan penggunaan air mani daripada lelaki selain suami yang sah.
Tidak dibenarkan sistem yang membawa kepada kekeliruan nasab. 

Ringkasnya:
Penubuhan bank air mani adalah haram kerana ia melibatkan unsur pihak ketiga dan menjejaskan keturunan yang sah menurut syarak."
Q31,Gemini,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah hukum mewujudkan bank air mani menurut Islam?,"Berdasarkan keputusan Muzakarah Jawatankuasa Fatwa Majlis Kebangsaan Bagi Hal Ehwal Ugama Islam Malaysia (MKI), hukum mewujudkan bank air mani di Malaysia adalah seperti berikut: 

Keputusan: Haram
Mewujudkan bank air mani adalah dilarang dan haram dalam Islam bagi tujuan simpanan untuk kegunaan umum atau pendermaan kepada pihak ketiga.

Sebab dan Larangan 

Pencampuran Nasab:
Penubuhan bank air mani membawa risiko besar kepada pencampuran nasab (keturunan) yang sangat dilarang dalam Islam. Identiti asal penderma mungkin bercampur atau hilang, yang boleh menyebabkan perkahwinan antara saudara sedarah tanpa disedari.

Melibatkan Pihak Ketiga:
Islam hanya membenarkan persenyawaan antara air mani suami dan ovum isteri yang sah dalam tempoh perkahwinan yang masih wujud. Simpanan air mani untuk pendermaan kepada orang lain (donor) adalah dilarang.

Penyalahgunaan Syarak:
Bank air mani membuka ruang kepada penggunaan sperma selepas kematian suami atau selepas perceraian, di mana hubungan perkahwinan dari sudut syarak telah tamat. 

Pengecualian (Bersyarat) bagi Simpanan Peribadi  Simpanan air mani secara individu di pusat perubatan (bukan dalam bentuk 'bank' untuk tujuan pendermaan awam) adalah Diharuskan/Bersyarat hanya bagi tujuan rawatan kesuburan sendiri (ART) mengikut kriteria berikut:

 1. Kegunaan Sendiri:
Hanya untuk disenyawakan dengan isteri yang sah sahaja. 

2. Sebab Perubatan:
Mempunyai masalah kesihatan yang boleh menjejaskan kesuburan pada masa hadapan (seperti sebelum menjalani rawatan kanser/kemoterapi). 

3. Masih dalam Perkahwinan:
Air mani tersebut hanya boleh digunakan dalam tempoh perkahwinan yang sah. Jika suami meninggal dunia atau berlaku perceraian, air mani tersebut wajib dimusnahkan dan tidak boleh digunakan lagi.

4. Kawalan Ketat:
Pihak hospital wajib memastikan tiada risiko tertukar atau dicampur dengan sperma orang lain.

Kesimpulan  
Penubuhan bank air mani yang bersifat komersial atau untuk tujuan pendermaan kepada orang lain adalah Haram Mutlak kerana ia merosakkan sistem kekeluargaan dan kesucian keturunan dalam Islam.  Adakah anda ingin saya jelaskan lebih lanjut mengenai implikasi hukum penggunaan sperma suami yang telah meninggal dunia?"
Q31,Sheikh GPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah hukum mewujudkan bank air mani menurut Islam?,"Keputusan: HARAM  
Mewujudkan bank air mani (sperm bank) adalah haram dan tidak dibenarkan menurut hukum Islam.

Sebab Pengharaman  
1. Percampuran nasab (keturunan)
Bank air mani membuka ruang penggunaan sperma oleh wanita yang bukan isteri pemilik sperma, yang menyebabkan kekeliruan keturunan dan bercanggah dengan prinsip penjagaan nasab ( al-nasab).  
2. Melibatkan pihak ketiga dalam reproduksi
Islam menetapkan bahawa zuriat mestilah terhasil secara eksklusif antara suami dan isteri yang sah. Penggunaan sperma penderma adalah tidak dibenarkan.  
3. Risiko perkahwinan sesama adik-beradik tanpa disedari
Tanpa kawalan yang sempurna, wujud kemungkinan anak-anak daripada penderma yang sama berkahwin sesama sendiri.  
4. Implikasi hukum wali dan pusaka
Menimbulkan kekeliruan dalam penentuan nasab, wali nikah, pewarisan dan hubungan mahram. 

Larangan Berkaitan
Tidak dibenarkan penubuhan bank air mani untuk tujuan pendermaan kepada wanita lain. 
Tidak dibenarkan penggunaan sperma penderma dalam prosedur ART.  

Pengecualian Terhad
Penyimpanan sperma suami untuk digunakan oleh isterinya sendiri dalam tempoh perkahwinan yang sah (contohnya sebelum rawatan perubatan) adalah dibenarkan secara bersyarat, tetapi ini bukan bank air mani umum. 

Kesimpulan
Hukum: HARAM
Penubuhan bank air mani secara umum adalah tidak dibenarkan kerana bercanggah dengan prinsip menjaga nasab dan ketetapan syarak dalam isu reproduksi. "
Q32,ChatGPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah tindakan terhadap bank air mani yang telah sedia wujud?,"Keputusan: TIDAK DIHARUSKAN (Perlu Ditamatkan Operasi)

Huraian Ringkas:

Bank air mani adalah haram menurut syarak. Oleh itu, jika ia telah sedia wujud, operasinya tidak diharuskan untuk diteruskan dan hendaklah dihentikan bagi mengelakkan percampuran nasab dan pelanggaran hukum.

Tindakan yang Perlu Diambil:  
1. Menghentikan operasi bank air mani tersebut. 
2. Tidak membenarkan sebarang penggunaan atau pengedaran benih kepada pihak lain. 
3. Mengelakkan sebarang bentuk pendermaan atau penyimpanan untuk tujuan pembiakan oleh pihak ketiga. 
4. Memastikan tiada lagi prosedur yang melibatkan penggunaan benih selain antara suami isteri yang sah. 

Sebab: 
Mengelakkan percampuran nasab.
Menghalang penglibatan pihak ketiga dalam proses reproduksi.
Menutup pintu kepada perkara yang diharamkan (sadd al-zari‘ah). 

Ringkasnya:
Bank air mani yang telah wujud hendaklah ditamatkan operasinya dan tidak diteruskan, kerana ia bercanggah dengan prinsip syariah dalam menjaga keturunan."
Q32,Gemini,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah tindakan terhadap bank air mani yang telah sedia wujud?,"Berdasarkan keputusan Muzakarah Jawatankuasa Fatwa Majlis Kebangsaan Bagi Hal Ehwal Ugama Islam Malaysia (MKI), tindakan terhadap bank air mani yang telah sedia wujud adalah seperti berikut:  

Keputusan: Wajib Disekat / Wajib Dihapuskan  
Penubuhan bank air mani adalah Haram, maka sebarang bank air mani yang telah sedia wujud mestilah diuruskan mengikut garis panduan syarak bagi mengelakkan kerosakan nasab.  

Tindakan dan Larangan  
1. Penutupan dan Larangan Operasi:
Sebarang premis atau bank air mani yang berfungsi untuk tujuan pendermaan kepada pihak ketiga atau perniagaan sperma mestilah dihentikan operasinya serta-merta. 
2. Pemusnahan Simpanan Penderma (Donor):
Air mani yang didermakan oleh individu untuk kegunaan orang lain (pihak ketiga) wajib dimusnahkan kerana penggunaannya dalam prosedur ART bagi pasangan lain adalah haram. 
3. Audit dan Pembersihan Rekod:
Pihak berkuasa perubatan perlu memastikan simpanan sperma yang ada tidak disalahgunakan atau dicampuradukkan. Rekod pemilik asal sperma mestilah disemak dengan teliti. 
4. Larangan Pemindahan: 
Simpanan air mani tersebut dilarang sama sekali daripada dipindahkan ke pusat perubatan lain untuk tujuan komersial atau kajian yang melanggar hukum syarak. 

Pengecualian (Syarat Penyimpanan Terhad)  Bagi simpanan yang sedia ada di pusat perubatan, ia hanya boleh dikekalkan sekiranya memenuhi syarat berikut: 

Tujuan Rawatan Sendiri:
Sperma tersebut disimpan oleh suami yang sah untuk kegunaan isterinya yang sah sahaja (seperti pesakit kanser yang menyimpan sperma sebelum rawatan).

Status Perkahwinan Masih Sah:
Jika pemilik sperma tersebut telah meninggal dunia atau telah bercerai dengan isterinya, simpanan tersebut wajib dimusnahkan dan tidak boleh digunakan untuk sebarang prosedur kehamilan.

Kesimpulan  Tindakan tegas diambil terhadap bank air mani kerana Islam sangat menitikberatkan soal Hifz an-Nasl (Menjaga Keturunan). Mewujudkan atau membiarkan bank air mani beroperasi secara terbuka boleh membawa kepada kekacauan dalam sistem kekeluargaan dan hukum mahram.  Adakah anda ingin saya jelaskan mengenai implikasi undang-undang di bawah Akta Fasiliti dan Perkhidmatan Jagaan Kesihatan Swasta berkaitan isu ini?"
Q32,Sheikh GPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah tindakan terhadap bank air mani yang telah sedia wujud?,"Keputusan: WAJIB DIHENTIKAN DAN DITUTUP  

Bank air mani yang telah sedia wujud hendaklah dihentikan operasinya dan ditutup, kerana hukum penubuhannya adalah haram. 

Tindakan Yang Perlu Diambil 
1 Menghentikan Operasi
Operasi pendermaan dan pengagihan sperma kepada pihak ketiga mesti dihentikan sepenuhnya. 

2 Pelupusan Sampel Secara Terkawal 
Sampel sperma penderma yang disimpan untuk tujuan penggunaan oleh wanita lain hendaklah dilupuskan secara terhormat dan terkawal menurut garis panduan perubatan. 

3 Tidak Digunakan Untuk Tujuan ART Pihak Ketiga
Tidak dibenarkan digunakan untuk prosedur IVF atau sebarang bentuk ART yang melibatkan wanita selain isteri sah pemilik sperma. 

4 Pengecualian Terhad (Jika Ada)
Jika terdapat penyimpanan sperma milik suami untuk kegunaan isterinya sendiri dalam tempoh perkahwinan yang sah, ia tidak termasuk dalam konsep bank air mani umum dan tertakluk kepada syarat syarak yang ketat. 

Sebab Tindakan Ini  
Mengelakkan percampuran nasab. 
Mengelakkan kekeliruan wali dan pusaka.
Menutup pintu kepada kerosakan keturunan dan perkahwinan tanpa sedar antara adik-beradik seketurunan.

 Kesimpulan
Tindakan: Wajib dihentikan dan ditutup.
Bank air mani yang melibatkan pendermaan kepada pihak ketiga bercanggah dengan hukum syarak dan perlu dihentikan serta dilupuskan secara terkawal."
Q33,ChatGPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah hukum permanian beradas menggunakan air mani manusia?,"Keputusan: BERSYARAT

Huraian Ringkas:
Permanian beradas (inseminasi buatan) menggunakan air mani manusia adalah diharuskan secara bersyarat, jika melibatkan pasangan suami isteri yang sah dan tidak menjejaskan nasab.  

 Diharuskan – Bersyarat: 
 1. Air mani mestilah daripada suami yang sah. 
 2. Isteri yang menerima permanian adalah isteri yang sah dalam tempoh perkahwinan. 
 3. Prosedur dilakukan ketika perkahwinan masih sah (bukan selepas cerai atau kematian).
 4. Tidak melibatkan pihak ketiga (tiada penderma).
 5. Tidak berlaku pencampuran benih.
 6. Dilaksanakan dengan menjaga batas syarak dan keperluan perubatan.  

 Haram: 
 1. Jika menggunakan air mani lelaki selain suami yang sah.
 2. Jika dilakukan selepas tamat perkahwinan.
 3. Jika melibatkan unsur yang menyebabkan kekeliruan nasab.

Ringkasnya:
Permanian beradas menggunakan air mani manusia adalah bersyarat harus jika hanya melibatkan suami isteri yang sah dan menjaga nasab; haram jika melibatkan pihak ketiga atau berlaku di luar perkahwinan yang sah."
Q33,Gemini,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah hukum permanian beradas menggunakan air mani manusia?,"Berdasarkan keputusan Muzakarah Jawatankuasa Fatwa Majlis Kebangsaan Bagi Hal Ehwal Ugama Islam Malaysia (MKI), hukum permanian beradas (Artificial Insemination) menggunakan air mani manusia adalah seperti berikut:

Keputusan: Harus (Bersyarat)
Islam mengharuskan permanian beradas sebagai ikhtiar untuk mendapatkan zuriat bagi pasangan yang menghadapi masalah kesuburan, namun ia tertakluk kepada syarat-syarat yang sangat ketat bagi memelihara nasab. 

Syarat-Syarat Diharuskan  Permanian beradas hanya dibenarkan sekiranya memenuhi kriteria berikut:  
1. Antara Suami Isteri yang Sah:
Air mani yang digunakan mestilah milik suami yang sah dan disenyawakan ke dalam rahim isterinya yang sah. 
2. Dalam Tempoh Perkahwinan:
Prosedur ini mestilah dilakukan semasa kedua-duanya masih hidup dan ikatan perkahwinan masih sah mengikut hukum Syarak. 
3. Ketiadaan Alternatif Lain:
Telah disahkan oleh pakar perubatan bahawa kaedah semula jadi tidak berjaya atau sukar untuk membuahkan kehamilan. 
4. Kawalan Prosedur:
Dilakukan oleh pakar perubatan bertauliah di fasiliti yang diiktiraf bagi memastikan tiada berlaku kesilapan atau pertukaran sampel air mani. 

 Larangan (Menjadi Haram) 
 Prosedur ini akan menjadi Haram sekiranya: 

 Pihak Ketiga:
Menggunakan air mani lelaki lain (penderma/donor) selain suami yang sah. Ini dianggap sebagai zina maknawi dan merosakkan nasab. 

Ibu Tumpang (Surrogacy):
Janin hasil persenyawaan suami isteri dimasukkan ke dalam rahim wanita lain. 

Selepas Kematian/Perceraian:
 Menggunakan air mani suami yang telah meninggal dunia atau setelah pasangan tersebut bercerai secara sah (tamat tempoh iddah). 

Air Mani Bukan Manusia:
Menggunakan air mani haiwan ke atas manusia (adalah haram mutlak).

Kesimpulan  Keputusan ini diambil bagi mencapai Maqasid Syariah, iaitu Hifz an-Nasl (Menjaga Keturunan). Selagi ia melibatkan pasangan suami isteri yang sah, ia dianggap sebagai satu bentuk rawatan perubatan yang mulia.  Adakah anda ingin saya jelaskan lebih lanjut mengenai kaedah persenyawaan di luar rahim seperti IVF (In-Vitro Fertilization) menurut hukum Islam?"
Q33,Sheikh GPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah hukum permanian beradas menggunakan air mani manusia?,"Keputusan: BERSYARAT  
Hukum permanian beradas (Artificial Insemination) menggunakan air mani manusia adalah bersyarat, bergantung kepada sumber air mani dan status perkahwinan. 

1 Jika Menggunakan Air Mani Suami Yang Sah
DIHARUSKAN, dengan syarat: 
Air mani adalah daripada suami yang sah.
Dilakukan ke atas isterinya yang sah.
Prosedur dilakukan dalam tempoh perkahwinan yang masih sah.
Tidak melibatkan pihak ketiga.
Menjaga batas aurat dan keperluan perubatan.  
Ini termasuk kaedah inseminasi buatan antara suami dan isteri untuk membantu kehamilan. 

2 Jika Menggunakan Air Mani Lelaki Lain (Penderma) 
HARAM, jika:
Air mani bukan daripada suami yang sah.
Melibatkan pihak ketiga dalam proses reproduksi.
Menyebabkan percampuran nasab. 

3 Jika Dilakukan Selepas Perceraian atau Kematian Suami 
HARAM, walaupun air mani milik bekas suami, kerana perkahwinan telah tamat.

Kesimpulan
Hukum: BERSYARAT
Diharuskan jika menggunakan air mani suami yang sah dan dalam tempoh perkahwinan yang sah. 

Haram jika melibatkan pihak ketiga atau dilakukan selepas tamat perkahwinan.  Islam menjaga keturunan (al-nasab) dan menetapkan bahawa zuriat mestilah terhasil dalam lingkungan perkahwinan yang sah sahaja."
Q34,ChatGPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah hukum penglibatan doktor atau pihak lain dalam bank air mani?,"Keputusan: HARAM

Huraian Ringkas:
Penglibatan doktor atau mana-mana pihak lain dalam penubuhan, pengurusan atau pelaksanaan bank air mani adalah haram, kerana ia membantu dan menyokong sistem yang bercanggah dengan hukum syarak.

 Sebab Pengharaman: 
 1. Bank air mani melibatkan pendermaan benih dan pihak ketiga, yang menjejaskan nasab. 
2. Menyebabkan percampuran keturunan dan kekeliruan status anak. 
3. Termasuk dalam perbuatan tolong-menolong dalam perkara yang dilarang. 4
. Bertentangan dengan prinsip menjaga keturunan (hifz al-nasab).

Larangan Berkaitan:  
Tidak dibenarkan terlibat dalam penyimpanan, pengedaran atau penggunaan air mani untuk tujuan pembiakan oleh pihak selain pasangan suami isteri yang sah.
Tidak dibenarkan memberi khidmat profesional yang menyokong operasi bank air mani. 

Ringkasnya:
Penglibatan doktor atau mana-mana pihak dalam bank air mani adalah haram, kerana ia menyokong sistem yang bercanggah dengan prinsip syariah dalam menjaga nasab."
Q34,Gemini,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah hukum penglibatan doktor atau pihak lain dalam bank air mani?,"Berdasarkan keputusan Muzakarah Jawatankuasa Fatwa Majlis Kebangsaan Bagi Hal Ehwal Ugama Islam Malaysia (MKI), hukum penglibatan doktor atau mana-mana pihak dalam menguruskan bank air mani adalah seperti berikut:

Keputusan: Haram
Penglibatan doktor, kakitangan perubatan, atau mana-mana individu dalam penubuhan, pengurusan, dan pengendalian bank air mani (untuk tujuan pendermaan kepada pihak ketiga) adalah dilarang dan haram

Sebab dan Larangan

Bersubahat dalam Maksiat:
Penglibatan ini dianggap sebagai membantu atau bersubahat (ta'awun) dalam perkara yang membawa kepada kerosakan nasab dan pencampuran keturunan yang dilarang keras dalam Islam. * 

Melanggar Etika Islam:
 Doktor atau petugas kesihatan bertanggungjawab menjaga kesucian zuriat. Mengendalikan sperma orang asing untuk dimasukkan ke dalam rahim wanita yang bukan isteri sah penderma tersebut adalah bercanggah dengan prinsip Maqasid Syariah. 

Penyalahgunaan Kepakaran:
Menggunakan kepakaran perubatan untuk tujuan komersial yang melibatkan pendermaan sperma (sperm donor) dianggap sebagai pengkhianatan kepada amanah perubatan dari sudut pandangan Islam.

Syarat Pengecualian 
(Tujuan Rawatan Sah)  Doktor atau pihak perubatan Diharuskan/Dibolehkan menguruskan simpanan sperma hanya jika ia memenuhi kriteria berikut:  
1. Simpanan Peribadi Pesakit:
 Hanya untuk simpanan suami yang sah bagi kegunaan isterinya yang sah di masa hadapan (contoh: sebelum suami menjalani rawatan kemoterapi). 
2. Bukan Bank Awam:
Fasiliti tersebut berfungsi sebagai tempat penyimpanan klinikal sementara, bukan sebagai bank untuk didermakan atau dijual kepada orang lain. 
3. Integriti Prosedur:
 Doktor wajib memastikan sampel tidak tertukar, tidak dicampur, dan dimusnahkan serta-merta jika berlaku kematian pemilik atau perceraian.

Tindakan Bagi Doktor yang Terlibat  Pihak berkuasa agama dan undang-undang di Malaysia menegaskan bahawa:
Doktor yang terlibat dalam urusan bank air mani secara komersial atau pendermaan pihak ketiga boleh dikenakan tindakan mengikut peruntukan undang-undang syariah dan etika profesional perubatan.

Segala hasil pendapatan yang diperoleh daripada aktiviti pengurusan bank air mani tersebut dianggap sebagai sumber yang tidak patuh syariah. 

Kesimpulan  Secara keseluruhannya, Islam melarang sebarang bentuk kerjasama profesional dalam aktiviti yang boleh merosakkan institusi kekeluargaan dan keturunan.  Adakah anda ingin saya jelaskan mengenai etika perubatan Islam dalam prosedur Teknologi Reproduktif Berbantu (ART) yang lain seperti IVF?"
